TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_DATE,MATCHUP,WL,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,SEASON_TYPE
1610612764,WAS,Washington Wizards,2021-11-20,WAS vs. MIA,W,103,35,22,6,2,20,0.486,0.367,0.87,3,Regular Season
1610612766,CHA,Charlotte Hornets,2021-11-20,CHA @ ATL,L,105,51,26,6,2,10,0.422,0.25,0.6,-10,Regular Season
1610612741,CHI,Chicago Bulls,2021-11-21,CHI vs. NYK,W,109,44,21,5,1,10,0.42,0.379,0.889,6,Regular Season
1610612742,DAL,Dallas Mavericks,2021-11-21,DAL @ LAC,L,91,39,21,6,5,10,0.41,0.2,0.944,-6,Regular Season
1610612743,DEN,Denver Nuggets,2021-11-21,DEN @ PHX,L,97,42,20,5,1,10,0.367,0.289,0.714,-29,Regular Season
1610612744,GSW,Golden State Warriors,2021-11-21,GSW vs. TOR,W,119,47,31,5,7,16,0.494,0.489,0.792,15,Regular Season
1610612746,LAC,LA Clippers,2021-11-21,LAC vs. DAL,W,97,42,18,5,2,15,0.48,0.414,0.722,6,Regular Season
1610612747,LAL,Los Angeles Lakers,2021-11-21,LAL @ DET,W,121,51,29,7,8,13,0.489,0.323,0.778,5,Regular Season
1610612752,NYK,New York Knicks,2021-11-21,NYK @ CHI,L,103,44,16,4,11,14,0.417,0.259,0.839,-6,Regular Season
1610612756,PHX,Phoenix Suns,2021-11-21,PHX vs. DEN,W,126,51,34,7,3,13,0.529,0.306,0.885,29,Regular Season
1610612761,TOR,Toronto Raptors,2021-11-21,TOR @ GSW,L,104,47,25,7,4,11,0.394,0.405,0.55,-15,Regular Season
1610612765,DET,Detroit Pistons,2021-11-21,DET vs. LAL,L,116,39,27,7,6,11,0.443,0.35,0.762,-5,Regular Season
1610612737,ATL,Atlanta Hawks,2021-11-22,ATL vs. OKC,W,113,44,25,6,6,8,0.483,0.412,0.938,12,Regular Season
1610612738,BOS,Boston Celtics,2021-11-22,BOS vs. HOU,W,108,58,19,10,3,15,0.424,0.343,0.947,18,Regular Season
1610612739,CLE,Cleveland Cavaliers,2021-11-22,CLE vs. BKN,L,112,53,24,6,5,15,0.387,0.318,0.897,-5,Regular Season
1610612740,NOP,New Orleans Pelicans,2021-11-22,NOP vs. MIN,L,96,48,24,6,6,23,0.42,0.188,0.889,-14,Regular Season
1610612741,CHI,Chicago Bulls,2021-11-22,CHI vs. IND,L,77,38,13,6,2,9,0.365,0.214,0.6,-32,Regular Season
1610612745,HOU,Houston Rockets,2021-11-22,HOU @ BOS,L,90,42,19,5,4,15,0.373,0.262,0.708,-18,Regular Season
1610612749,MIL,Milwaukee Bucks,2021-11-22,MIL vs. ORL,W,123,55,28,10,7,13,0.468,0.4,0.708,31,Regular Season
1610612750,MIN,Minnesota Timberwolves,2021-11-22,MIN @ NOP,W,110,49,21,14,9,12,0.4,0.227,0.714,14,Regular Season
1610612751,BKN,Brooklyn Nets,2021-11-22,BKN @ CLE,W,117,42,32,6,6,10,0.474,0.314,0.889,5,Regular Season
1610612753,ORL,Orlando Magic,2021-11-22,ORL @ MIL,L,92,47,16,6,4,16,0.366,0.268,0.722,-31,Regular Season
1610612754,IND,Indiana Pacers,2021-11-22,IND @ CHI,W,109,59,27,7,12,13,0.444,0.419,0.889,32,Regular Season
1610612755,PHI,Philadelphia 76ers,2021-11-22,PHI @ SAC,W,102,45,19,9,6,7,0.424,0.281,0.778,8,Regular Season
1610612756,PHX,Phoenix Suns,2021-11-22,PHX @ SAS,W,115,44,25,10,0,15,0.511,0.444,0.813,4,Regular Season
1610612758,SAC,Sacramento Kings,2021-11-22,SAC vs. PHI,L,94,49,17,4,0,14,0.413,0.226,0.724,-8,Regular Season
1610612759,SAS,San Antonio Spurs,2021-11-22,SAS vs. PHX,L,111,44,23,9,4,15,0.527,0.25,0.5,-4,Regular Season
1610612760,OKC,Oklahoma City Thunder,2021-11-22,OKC @ ATL,L,101,50,24,5,5,10,0.402,0.263,0.929,-12,Regular Season
1610612762,UTA,Utah Jazz,2021-11-22,UTA vs. MEM,L,118,46,26,5,10,14,0.471,0.395,0.76,-1,Regular Season
1610612763,MEM,Memphis Grizzlies,2021-11-22,MEM @ UTA,W,119,50,24,10,4,7,0.442,0.371,0.815,1,Regular Season
1610612764,WAS,Washington Wizards,2021-11-22,WAS vs. CHA,L,103,65,23,6,6,18,0.383,0.243,0.815,-6,Regular Season
1610612766,CHA,Charlotte Hornets,2021-11-22,CHA @ WAS,W,109,36,21,11,4,10,0.44,0.484,0.583,6,Regular Season
1610612742,DAL,Dallas Mavericks,2021-11-23,DAL @ LAC,W,112,42,22,11,5,15,0.438,0.308,0.815,8,Regular Season
1610612743,DEN,Denver Nuggets,2021-11-23,DEN @ POR,L,100,37,26,6,5,19,0.487,0.455,0.818,-19,Regular Season
1610612746,LAC,LA Clippers,2021-11-23,LAC vs. DAL,L,104,47,17,5,3,19,0.412,0.313,0.828,-8,Regular Season
1610612747,LAL,Los Angeles Lakers,2021-11-23,LAL @ NYK,L,100,50,23,8,3,12,0.374,0.306,0.7,-6,Regular Season
1610612748,MIA,Miami Heat,2021-11-23,MIA @ DET,W,100,51,22,9,3,17,0.461,0.31,0.724,8,Regular Season
1610612752,NYK,New York Knicks,2021-11-23,NYK vs. LAL,W,106,52,23,7,4,17,0.451,0.441,0.81,6,Regular Season
1610612757,POR,Portland Trail Blazers,2021-11-23,POR vs. DEN,W,119,43,25,12,7,9,0.511,0.385,0.7,19,Regular Season
1610612765,DET,Detroit Pistons,2021-11-23,DET vs. MIA,L,92,35,22,7,1,15,0.417,0.263,0.857,-8,Regular Season
1610612737,ATL,Atlanta Hawks,2021-11-24,ATL @ SAS,W,124,44,26,10,5,11,0.511,0.462,0.917,18,Regular Season
1610612738,BOS,Boston Celtics,2021-11-24,BOS vs. BKN,L,104,45,25,6,5,11,0.374,0.229,0.893,-19,Regular Season
1610612739,CLE,Cleveland Cavaliers,2021-11-24,CLE vs. PHX,L,115,44,22,7,0,10,0.443,0.308,0.68,-5,Regular Season
1610612740,NOP,New Orleans Pelicans,2021-11-24,NOP vs. WAS,W,127,52,33,13,2,11,0.458,0.414,0.844,25,Regular Season
1610612741,CHI,Chicago Bulls,2021-11-24,CHI @ HOU,L,113,40,26,12,6,14,0.458,0.429,0.833,-5,Regular Season
1610612744,GSW,Golden State Warriors,2021-11-24,GSW vs. PHI,W,116,41,32,7,5,16,0.525,0.395,0.708,20,Regular Season
1610612745,HOU,Houston Rockets,2021-11-24,HOU vs. CHI,W,118,46,27,5,6,22,0.5,0.472,0.773,5,Regular Season
1610612747,LAL,Los Angeles Lakers,2021-11-24,LAL @ IND,W,124,52,20,5,4,12,0.442,0.405,0.862,8,Regular Season
1610612748,MIA,Miami Heat,2021-11-24,MIA @ MIN,L,101,40,25,6,2,21,0.446,0.357,0.69,-12,Regular Season
1610612749,MIL,Milwaukee Bucks,2021-11-24,MIL vs. DET,W,114,56,23,5,6,16,0.483,0.417,0.882,21,Regular Season
1610612750,MIN,Minnesota Timberwolves,2021-11-24,MIN vs. MIA,W,113,52,24,10,7,18,0.409,0.327,0.905,12,Regular Season
1610612751,BKN,Brooklyn Nets,2021-11-24,BKN @ BOS,W,123,50,29,8,4,10,0.506,0.4,0.767,19,Regular Season
1610612753,ORL,Orlando Magic,2021-11-24,ORL vs. CHA,L,99,51,23,5,1,15,0.409,0.357,0.8,-7,Regular Season
1610612754,IND,Indiana Pacers,2021-11-24,IND vs. LAL,L,116,52,25,3,5,11,0.404,0.283,0.792,-8,Regular Season
1610612755,PHI,Philadelphia 76ers,2021-11-24,PHI @ GSW,L,96,41,17,10,7,21,0.425,0.286,0.909,-20,Regular Season
1610612756,PHX,Phoenix Suns,2021-11-24,PHX @ CLE,W,120,47,26,4,2,15,0.523,0.364,0.786,5,Regular Season
1610612757,POR,Portland Trail Blazers,2021-11-24,POR @ SAC,L,121,43,27,9,1,15,0.468,0.316,0.84,-4,Regular Season
1610612758,SAC,Sacramento Kings,2021-11-24,SAC vs. POR,W,125,43,21,4,4,14,0.523,0.364,0.676,4,Regular Season
1610612759,SAS,San Antonio Spurs,2021-11-24,SAS vs. ATL,L,106,44,27,8,4,12,0.43,0.364,0.8,-18,Regular Season
1610612760,OKC,Oklahoma City Thunder,2021-11-24,OKC vs. UTA,L,104,43,21,7,4,13,0.451,0.417,0.682,-6,Regular Season
1610612761,TOR,Toronto Raptors,2021-11-24,TOR @ MEM,W,126,34,25,8,4,10,0.528,0.467,0.857,13,Regular Season
1610612762,UTA,Utah Jazz,2021-11-24,UTA @ OKC,W,110,43,19,11,8,10,0.453,0.319,0.85,6,Regular Season
1610612763,MEM,Memphis Grizzlies,2021-11-24,MEM vs. TOR,L,113,40,25,6,3,15,0.512,0.31,0.769,-13,Regular Season
1610612764,WAS,Washington Wizards,2021-11-24,WAS @ NOP,L,102,45,23,5,3,19,0.429,0.226,0.639,-25,Regular Season
1610612765,DET,Detroit Pistons,2021-11-24,DET @ MIL,L,93,44,16,7,1,9,0.358,0.244,0.737,-21,Regular Season
1610612766,CHA,Charlotte Hornets,2021-11-24,CHA @ ORL,W,106,49,26,11,11,10,0.419,0.3,0.762,7,Regular Season
1610612737,ATL,Atlanta Hawks,2021-11-26,ATL @ MEM,W,132,49,33,8,5,12,0.584,0.481,0.714,32,Regular Season
1610612738,BOS,Boston Celtics,2021-11-26,BOS @ SAS,L,88,51,20,4,8,11,0.37,0.294,0.667,-8,Regular Season
1610612740,NOP,New Orleans Pelicans,2021-11-26,NOP @ UTA,W,98,39,27,8,4,14,0.427,0.407,0.846,1,Regular Season
1610612741,CHI,Chicago Bulls,2021-11-26,CHI @ ORL,W,123,47,32,11,1,14,0.558,0.5,0.625,35,Regular Season
1610612743,DEN,Denver Nuggets,2021-11-26,DEN vs. MIL,L,109,31,24,9,2,8,0.435,0.362,0.857,-11,Regular Season
1610612744,GSW,Golden State Warriors,2021-11-26,GSW vs. POR,W,118,48,31,8,5,15,0.54,0.324,0.75,15,Regular Season
1610612746,LAC,LA Clippers,2021-11-26,LAC vs. DET,W,107,54,26,9,4,15,0.429,0.289,0.947,11,Regular Season
1610612747,LAL,Los Angeles Lakers,2021-11-26,LAL vs. SAC,L,137,51,32,9,6,19,0.5,0.341,0.714,-4,Regular Season
1610612749,MIL,Milwaukee Bucks,2021-11-26,MIL @ DEN,W,120,44,24,3,7,22,0.63,0.485,0.6,11,Regular Season
1610612750,MIN,Minnesota Timberwolves,2021-11-26,MIN @ CHA,L,115,45,24,8,6,12,0.45,0.314,0.737,-18,Regular Season
1610612752,NYK,New York Knicks,2021-11-26,NYK vs. PHX,L,97,51,13,7,1,16,0.37,0.308,0.773,-21,Regular Season
1610612753,ORL,Orlando Magic,2021-11-26,ORL vs. CHI,L,88,36,18,7,5,15,0.375,0.219,0.7,-35,Regular Season
1610612754,IND,Indiana Pacers,2021-11-26,IND vs. TOR,W,114,53,31,6,4,13,0.485,0.282,0.818,17,Regular Season
1610612756,PHX,Phoenix Suns,2021-11-26,PHX @ NYK,W,118,35,28,10,2,11,0.557,0.464,0.81,21,Regular Season
1610612757,POR,Portland Trail Blazers,2021-11-26,POR @ GSW,L,103,37,23,7,2,10,0.419,0.342,0.783,-15,Regular Season
1610612758,SAC,Sacramento Kings,2021-11-26,SAC @ LAL,W,141,56,32,11,4,15,0.45,0.311,0.655,4,Regular Season
1610612759,SAS,San Antonio Spurs,2021-11-26,SAS vs. BOS,W,96,53,21,7,6,11,0.437,0.25,0.737,8,Regular Season
1610612760,OKC,Oklahoma City Thunder,2021-11-26,OKC vs. WAS,L,99,41,23,7,4,10,0.404,0.333,0.857,-2,Regular Season
1610612761,TOR,Toronto Raptors,2021-11-26,TOR @ IND,L,97,41,17,8,3,11,0.416,0.233,0.727,-17,Regular Season
1610612762,UTA,Utah Jazz,2021-11-26,UTA vs. NOP,L,97,43,17,6,8,18,0.45,0.394,0.667,-1,Regular Season
1610612763,MEM,Memphis Grizzlies,2021-11-26,MEM vs. ATL,L,100,36,27,8,7,13,0.407,0.316,0.737,-32,Regular Season
1610612764,WAS,Washington Wizards,2021-11-26,WAS @ OKC,W,101,43,17,2,12,15,0.481,0.345,1.0,2,Regular Season
1610612765,DET,Detroit Pistons,2021-11-26,DET @ LAC,L,96,52,17,8,4,15,0.367,0.242,0.846,-11,Regular Season
1610612766,CHA,Charlotte Hornets,2021-11-26,CHA vs. MIN,W,133,44,32,5,7,16,0.557,0.575,0.8,18,Regular Season
1610612737,ATL,Atlanta Hawks,2021-11-27,ATL vs. NYK,L,90,52,18,8,6,7,0.355,0.243,0.75,-9,Regular Season
1610612739,CLE,Cleveland Cavaliers,2021-11-27,CLE vs. ORL,W,105,51,28,3,9,13,0.456,0.359,0.75,13,Regular Season
1610612740,NOP,New Orleans Pelicans,2021-11-27,NOP @ UTA,L,105,45,27,8,3,15,0.43,0.229,0.81,-22,Regular Season
1610612741,CHI,Chicago Bulls,2021-11-27,CHI vs. MIA,L,104,47,22,6,4,23,0.469,0.282,0.81,-3,Regular Season
1610612742,DAL,Dallas Mavericks,2021-11-27,DAL vs. WAS,L,114,35,23,7,4,7,0.472,0.368,0.727,-6,Regular Season
1610612745,HOU,Houston Rockets,2021-11-27,HOU vs. CHA,W,146,41,36,5,4,15,0.537,0.469,0.677,3,Regular Season
1610612748,MIA,Miami Heat,2021-11-27,MIA @ CHI,W,107,36,23,13,1,10,0.43,0.35,0.864,3,Regular Season
1610612750,MIN,Minnesota Timberwolves,2021-11-27,MIN @ PHI,W,121,54,22,7,6,21,0.5,0.389,0.688,1,Regular Season
1610612751,BKN,Brooklyn Nets,2021-11-27,BKN vs. PHX,L,107,47,25,7,5,20,0.5,0.304,0.762,-6,Regular Season
1610612752,NYK,New York Knicks,2021-11-27,NYK @ ATL,W,99,50,20,4,3,10,0.439,0.379,0.727,9,Regular Season
1610612753,ORL,Orlando Magic,2021-11-27,ORL @ CLE,L,92,43,21,11,5,9,0.398,0.25,0.609,-13,Regular Season
1610612755,PHI,Philadelphia 76ers,2021-11-27,PHI vs. MIN,L,120,44,27,13,5,16,0.419,0.353,0.769,-1,Regular Season
1610612756,PHX,Phoenix Suns,2021-11-27,PHX @ BKN,W,113,41,17,11,1,13,0.446,0.342,0.857,6,Regular Season
1610612762,UTA,Utah Jazz,2021-11-27,UTA vs. NOP,W,127,41,24,9,4,18,0.563,0.571,0.773,22,Regular Season
1610612764,WAS,Washington Wizards,2021-11-27,WAS @ DAL,W,120,43,28,4,4,15,0.577,0.375,0.808,6,Regular Season
1610612766,CHA,Charlotte Hornets,2021-11-27,CHA @ HOU,L,143,39,31,10,5,11,0.466,0.4,0.9,-3,Regular Season
1610612738,BOS,Boston Celtics,2021-11-28,BOS @ TOR,W,109,53,24,5,3,18,0.415,0.353,0.935,12,Regular Season
1610612744,GSW,Golden State Warriors,2021-11-28,GSW @ LAC,W,105,43,25,19,2,17,0.442,0.425,0.545,15,Regular Season
1610612746,LAC,LA Clippers,2021-11-28,LAC vs. GSW,L,90,47,18,8,3,25,0.4,0.321,0.68,-15,Regular Season
1610612747,LAL,Los Angeles Lakers,2021-11-28,LAL vs. DET,W,110,42,32,11,8,12,0.5,0.281,0.6,4,Regular Season
1610612749,MIL,Milwaukee Bucks,2021-11-28,MIL @ IND,W,118,52,27,7,3,14,0.511,0.229,0.818,18,Regular Season
1610612754,IND,Indiana Pacers,2021-11-28,IND vs. MIL,L,100,45,21,6,2,13,0.413,0.267,0.75,-18,Regular Season
1610612758,SAC,Sacramento Kings,2021-11-28,SAC @ MEM,L,101,49,17,5,8,8,0.34,0.214,0.703,-27,Regular Season
1610612761,TOR,Toronto Raptors,2021-11-28,TOR vs. BOS,L,97,44,19,6,5,11,0.376,0.31,0.875,-12,Regular Season
1610612763,MEM,Memphis Grizzlies,2021-11-28,MEM vs. SAC,W,128,68,30,4,11,10,0.481,0.333,0.75,27,Regular Season
1610612765,DET,Detroit Pistons,2021-11-28,DET @ LAL,L,106,53,29,5,4,17,0.427,0.394,0.895,-4,Regular Season
1610612739,CLE,Cleveland Cavaliers,2021-11-29,CLE @ DAL,W,114,48,29,3,4,20,0.563,0.526,0.778,18,Regular Season
1610612740,NOP,New Orleans Pelicans,2021-11-29,NOP @ LAC,W,123,47,30,11,1,8,0.511,0.4,0.813,19,Regular Season
1610612741,CHI,Chicago Bulls,2021-11-29,CHI vs. CHA,W,133,41,35,3,5,11,0.596,0.467,0.684,14,Regular Season
1610612742,DAL,Dallas Mavericks,2021-11-29,DAL vs. CLE,L,96,33,20,8,7,10,0.438,0.308,0.4,-18,Regular Season
1610612743,DEN,Denver Nuggets,2021-11-29,DEN @ MIA,W,120,35,32,2,1,13,0.581,0.514,0.762,9,Regular Season
1610612745,HOU,Houston Rockets,2021-11-29,HOU vs. OKC,W,102,60,31,7,5,14,0.417,0.326,0.636,13,Regular Season
1610612746,LAC,LA Clippers,2021-11-29,LAC vs. NOP,L,104,35,17,2,2,15,0.514,0.389,0.762,-19,Regular Season
1610612748,MIA,Miami Heat,2021-11-29,MIA vs. DEN,L,111,39,32,2,1,9,0.473,0.341,0.667,-9,Regular Season
1610612750,MIN,Minnesota Timberwolves,2021-11-29,MIN vs. IND,W,100,47,25,8,5,14,0.439,0.257,0.731,2,Regular Season
1610612753,ORL,Orlando Magic,2021-11-29,ORL @ PHI,L,96,55,20,7,6,12,0.411,0.242,0.778,-5,Regular Season
1610612754,IND,Indiana Pacers,2021-11-29,IND @ MIN,L,98,47,27,6,3,14,0.396,0.243,0.81,-2,Regular Season
1610612755,PHI,Philadelphia 76ers,2021-11-29,PHI vs. ORL,W,101,55,24,7,6,11,0.402,0.303,0.722,5,Regular Season
1610612757,POR,Portland Trail Blazers,2021-11-29,POR @ UTA,L,107,42,19,1,3,9,0.462,0.355,0.706,-22,Regular Season
1610612759,SAS,San Antonio Spurs,2021-11-29,SAS vs. WAS,W,116,51,28,4,6,10,0.533,0.444,0.625,17,Regular Season
1610612760,OKC,Oklahoma City Thunder,2021-11-29,OKC @ HOU,L,89,45,16,10,10,13,0.356,0.163,0.769,-13,Regular Season
1610612762,UTA,Utah Jazz,2021-11-29,UTA vs. POR,W,129,43,30,6,3,5,0.528,0.413,0.696,22,Regular Season
1610612764,WAS,Washington Wizards,2021-11-29,WAS @ SAS,L,99,40,26,5,3,7,0.446,0.29,0.615,-17,Regular Season
1610612766,CHA,Charlotte Hornets,2021-11-29,CHA @ CHI,L,119,34,23,7,9,9,0.477,0.462,0.81,-14,Regular Season
1610612744,GSW,Golden State Warriors,2021-11-30,GSW @ PHX,L,96,51,25,7,5,23,0.419,0.35,0.714,-8,Regular Season
1610612747,LAL,Los Angeles Lakers,2021-11-30,LAL @ SAC,W,117,47,21,10,6,15,0.5,0.393,0.7,25,Regular Season
1610612751,BKN,Brooklyn Nets,2021-11-30,BKN vs. NYK,W,112,38,27,7,7,9,0.482,0.286,0.88,2,Regular Season
1610612752,NYK,New York Knicks,2021-11-30,NYK @ BKN,L,110,42,27,5,2,11,0.484,0.344,0.917,-2,Regular Season
1610612756,PHX,Phoenix Suns,2021-11-30,PHX vs. GSW,W,104,35,28,12,4,13,0.494,0.4,0.545,8,Regular Season
1610612757,POR,Portland Trail Blazers,2021-11-30,POR vs. DET,W,110,43,24,8,5,11,0.427,0.333,0.778,18,Regular Season
1610612758,SAC,Sacramento Kings,2021-11-30,SAC vs. LAL,L,92,40,22,11,4,20,0.443,0.207,0.727,-25,Regular Season
1610612761,TOR,Toronto Raptors,2021-11-30,TOR vs. MEM,L,91,44,14,7,9,18,0.396,0.256,0.75,-7,Regular Season
1610612763,MEM,Memphis Grizzlies,2021-11-30,MEM @ TOR,W,98,54,18,13,10,17,0.387,0.294,0.842,7,Regular Season
1610612765,DET,Detroit Pistons,2021-11-30,DET @ POR,L,92,45,17,4,7,19,0.382,0.257,0.833,-18,Regular Season
1610612737,ATL,Atlanta Hawks,2021-12-01,ATL @ IND,W,114,41,24,4,8,13,0.512,0.485,0.833,3,Regular Season
1610612738,BOS,Boston Celtics,2021-12-01,BOS vs. PHI,W,88,46,18,5,8,13,0.418,0.393,0.733,1,Regular Season
1610612739,CLE,Cleveland Cavaliers,2021-12-01,CLE @ MIA,W,111,46,27,8,14,21,0.544,0.516,0.913,26,Regular Season
1610612740,NOP,New Orleans Pelicans,2021-12-01,NOP vs. DAL,L,107,32,22,10,1,16,0.449,0.351,0.875,-32,Regular Season
1610612742,DAL,Dallas Mavericks,2021-12-01,DAL @ NOP,W,139,34,32,7,2,18,0.687,0.529,0.778,32,Regular Season
1610612743,DEN,Denver Nuggets,2021-12-01,DEN @ ORL,L,103,35,22,5,4,15,0.488,0.294,0.714,-5,Regular Season
1610612745,HOU,Houston Rockets,2021-12-01,HOU @ OKC,W,114,40,25,9,12,19,0.506,0.405,0.864,4,Regular Season
1610612746,LAC,LA Clippers,2021-12-01,LAC vs. SAC,L,115,49,35,8,6,13,0.47,0.29,0.75,-9,Regular Season
1610612748,MIA,Miami Heat,2021-12-01,MIA vs. CLE,L,85,28,21,8,4,13,0.376,0.324,0.692,-26,Regular Season
1610612749,MIL,Milwaukee Bucks,2021-12-01,MIL vs. CHA,W,127,45,29,10,1,13,0.489,0.389,0.808,2,Regular Season
1610612750,MIN,Minnesota Timberwolves,2021-12-01,MIN @ WAS,L,107,39,15,3,6,13,0.42,0.297,0.846,-8,Regular Season
1610612753,ORL,Orlando Magic,2021-12-01,ORL vs. DEN,W,108,39,26,8,6,13,0.543,0.222,0.737,5,Regular Season
1610612754,IND,Indiana Pacers,2021-12-01,IND vs. ATL,L,111,40,23,8,4,10,0.489,0.303,0.813,-3,Regular Season
1610612755,PHI,Philadelphia 76ers,2021-12-01,PHI @ BOS,L,87,46,20,7,9,7,0.371,0.258,0.765,-1,Regular Season
1610612758,SAC,Sacramento Kings,2021-12-01,SAC @ LAC,W,124,38,28,8,1,12,0.523,0.395,0.85,9,Regular Season
1610612760,OKC,Oklahoma City Thunder,2021-12-01,OKC vs. HOU,L,110,35,16,9,6,13,0.471,0.25,0.759,-4,Regular Season
1610612764,WAS,Washington Wizards,2021-12-01,WAS vs. MIN,W,115,52,34,6,7,14,0.495,0.313,0.714,8,Regular Season
1610612766,CHA,Charlotte Hornets,2021-12-01,CHA @ MIL,L,125,36,30,8,9,17,0.494,0.412,0.857,-2,Regular Season
1610612741,CHI,Chicago Bulls,2021-12-02,CHI @ NYK,W,119,39,24,10,8,15,0.494,0.379,0.952,4,Regular Season
1610612749,MIL,Milwaukee Bucks,2021-12-02,MIL @ TOR,L,93,47,16,4,4,15,0.376,0.355,0.72,-4,Regular Season
1610612752,NYK,New York Knicks,2021-12-02,NYK vs. CHI,L,115,39,19,10,8,18,0.512,0.346,0.815,-4,Regular Season
1610612756,PHX,Phoenix Suns,2021-12-02,PHX vs. DET,W,114,44,23,8,3,15,0.544,0.571,0.696,11,Regular Season
1610612757,POR,Portland Trail Blazers,2021-12-02,POR vs. SAS,L,83,41,19,8,6,18,0.354,0.353,0.765,-31,Regular Season
1610612759,SAS,San Antonio Spurs,2021-12-02,SAS @ POR,W,114,48,32,10,5,14,0.484,0.389,0.75,31,Regular Season
1610612760,OKC,Oklahoma City Thunder,2021-12-02,OKC @ MEM,L,79,26,14,2,5,20,0.329,0.289,0.818,-73,Regular Season
1610612761,TOR,Toronto Raptors,2021-12-02,TOR vs. MIL,W,97,47,23,10,7,14,0.42,0.35,0.643,4,Regular Season
1610612763,MEM,Memphis Grizzlies,2021-12-02,MEM vs. OKC,W,152,53,41,16,9,10,0.625,0.528,0.722,73,Regular Season
1610612765,DET,Detroit Pistons,2021-12-02,DET @ PHX,L,103,36,20,6,6,13,0.45,0.407,0.769,-11,Regular Season
1610612737,ATL,Atlanta Hawks,2021-12-03,ATL vs. PHI,L,96,47,20,5,3,15,0.408,0.357,0.8,-2,Regular Season
1610612738,BOS,Boston Celtics,2021-12-03,BOS @ UTA,L,130,30,23,9,3,6,0.516,0.359,1.0,-7,Regular Season
1610612739,CLE,Cleveland Cavaliers,2021-12-03,CLE @ WAS,W,116,54,30,2,5,16,0.472,0.433,0.76,15,Regular Season
1610612740,NOP,New Orleans Pelicans,2021-12-03,NOP @ DAL,W,107,55,30,5,5,10,0.411,0.4,0.75,16,Regular Season
1610612742,DAL,Dallas Mavericks,2021-12-03,DAL vs. NOP,L,91,42,17,4,3,15,0.405,0.294,0.654,-16,Regular Season
1610612744,GSW,Golden State Warriors,2021-12-03,GSW vs. PHX,W,118,51,30,10,8,17,0.489,0.487,0.75,22,Regular Season
1610612745,HOU,Houston Rockets,2021-12-03,HOU vs. ORL,W,118,35,33,7,5,12,0.478,0.362,0.867,2,Regular Season
1610612746,LAC,LA Clippers,2021-12-03,LAC @ LAL,W,119,34,28,5,3,10,0.506,0.457,0.875,4,Regular Season
1610612747,LAL,Los Angeles Lakers,2021-12-03,LAL vs. LAC,L,115,43,28,8,3,12,0.5,0.364,0.619,-4,Regular Season
1610612748,MIA,Miami Heat,2021-12-03,MIA @ IND,W,113,38,24,5,6,13,0.531,0.471,0.846,9,Regular Season
1610612750,MIN,Minnesota Timberwolves,2021-12-03,MIN @ BKN,L,105,44,22,5,4,18,0.387,0.31,0.833,-5,Regular Season
1610612751,BKN,Brooklyn Nets,2021-12-03,BKN vs. MIN,W,110,41,26,4,4,17,0.474,0.261,0.78,5,Regular Season
1610612753,ORL,Orlando Magic,2021-12-03,ORL @ HOU,L,116,45,24,6,4,18,0.488,0.351,0.905,-2,Regular Season
1610612754,IND,Indiana Pacers,2021-12-03,IND vs. MIA,L,104,39,20,7,3,13,0.438,0.25,0.758,-9,Regular Season
1610612755,PHI,Philadelphia 76ers,2021-12-03,PHI @ ATL,W,98,40,22,8,5,11,0.469,0.409,0.765,2,Regular Season
1610612756,PHX,Phoenix Suns,2021-12-03,PHX @ GSW,L,96,38,23,9,3,16,0.383,0.364,0.743,-22,Regular Season
1610612762,UTA,Utah Jazz,2021-12-03,UTA vs. BOS,W,137,44,26,3,3,20,0.556,0.529,0.87,7,Regular Season
1610612764,WAS,Washington Wizards,2021-12-03,WAS vs. CLE,L,101,33,21,5,4,10,0.463,0.323,0.789,-15,Regular Season
1610612738,BOS,Boston Celtics,2021-12-04,BOS @ POR,W,145,46,26,5,7,12,0.563,0.568,0.897,28,Regular Season
1610612741,CHI,Chicago Bulls,2021-12-04,CHI @ BKN,W,111,47,22,4,10,9,0.477,0.323,0.704,4,Regular Season
1610612742,DAL,Dallas Mavericks,2021-12-04,DAL vs. MEM,L,90,42,19,10,1,15,0.337,0.349,0.684,-7,Regular Season
1610612743,DEN,Denver Nuggets,2021-12-04,DEN @ NYK,W,113,42,30,10,5,13,0.524,0.465,1.0,14,Regular Season
1610612744,GSW,Golden State Warriors,2021-12-04,GSW vs. SAS,L,107,45,26,6,2,13,0.444,0.333,0.667,-5,Regular Season
1610612746,LAC,LA Clippers,2021-12-04,LAC @ SAC,L,99,47,23,7,3,18,0.382,0.382,0.667,-5,Regular Season
1610612748,MIA,Miami Heat,2021-12-04,MIA @ MIL,L,102,39,29,6,5,15,0.405,0.395,0.708,-22,Regular Season
1610612749,MIL,Milwaukee Bucks,2021-12-04,MIL vs. MIA,W,124,57,32,3,6,14,0.449,0.36,0.9,22,Regular Season
1610612751,BKN,Brooklyn Nets,2021-12-04,BKN vs. CHI,L,107,55,28,8,6,7,0.414,0.32,0.778,-4,Regular Season
1610612752,NYK,New York Knicks,2021-12-04,NYK vs. DEN,L,99,40,23,7,3,11,0.398,0.3,0.81,-14,Regular Season
